,site,date,stars,title,text,location
1357,www.godaddy.com,2023-01-06T19:59:20.000Z,5,Customer service was outstanding,"Customer service was outstanding.  Andrew was kind, understanding, patient and considerate during the entire call. He even went out of his way to send an email to make sure everything worked properly before the call was disconnected. As I stated before, Customer Care was outstanding. He actually cared about my outcome. We need more employees like Andrew W. Thank you so much ANDREW.",US
1358,www.godaddy.com,2022-12-23T19:12:06.000Z,5,Latrice is an amazing CSR,"Latrice is an amazing CSR! Not only did she answer my questions about what I had ready for renewal, she assisted with telling me what I need to watch out for upcoming. YOU NEED MORE PEOPLE LIKE HER!!!!",US
1359,www.godaddy.com,2022-12-23T18:57:12.000Z,5,TOP NOTCH TECH SUPPORT SPECIALIST,A very knowledgeable tech support specialist who helped unravel a complicated issue that restored my service. I'm extremely grateful to him.,US
1360,www.godaddy.com,2022-12-23T18:26:23.000Z,5,Jordan at GoDaddy was awesome!!,"Jordan made the process of transferring my website to my new domain seamless and stress free. He was courteous, answered all of my questions and knew his craft very well.",US
1361,www.godaddy.com,2022-12-23T18:16:07.000Z,5,The representative is a fine example of…,"The representative is a fine example of professionalism, Joshua is extremely competent!",CA
1362,www.godaddy.com,2022-12-23T18:09:57.000Z,5,Getting information,Company and folks are great to work with.,US
1363,www.godaddy.com,2022-12-23T17:56:36.000Z,5,Great experienceThe customer service rep was very…,"The customer service rep Brian was very knowledgeable, patient and helpful with suggestions on how to fix my issues. It was a great experience, and my website is now even better than before my call!",US
1364,www.godaddy.com,2022-12-23T17:41:48.000Z,5,I really appreciate the expertise at…,I really appreciate the expertise at godaddy. Every. Damn. Time.,US
1365,www.godaddy.com,2022-12-23T17:15:16.000Z,4,Great customer service,"Great customer service, very attentive.",US
1366,www.godaddy.com,2022-12-23T16:44:17.000Z,5,operator was helpful and very friendly,"Date of experience:   December 23, 2022",US
1367,www.godaddy.com,2022-12-23T15:55:10.000Z,5,Christian M was excellent,Christian M was excellent. He helped resolve my issues easily and offered to be my Godaddy agent by sharing his contact information for any future queries which was excellent.,GB
1368,www.godaddy.com,2022-12-23T14:17:12.000Z,5,Very patient and thorough support team,Very patient and thorough support team! They took as long as needed to get everything straightened out and teach me what I needed to know.,US
1369,www.godaddy.com,2022-12-23T14:16:00.000Z,5,I like that it is easy to reach the…support team at anytime,"I like that it is easy to reach the support team anytime with live representatives. The customer service is exceptional. Ranillo was very helpful, professional, patient, and experienced. He resolved my issues very easily.",US
1370,www.godaddy.com,2022-12-23T13:34:04.000Z,5,Excellent Customer Support,"The customer service rep, Grant, was both knowledgeable and sincere.",HK
1371,www.godaddy.com,2022-12-23T10:39:52.000Z,5,Amazing Customer Support,"GoDaddy has the most supportive representatives/ agent who are experts at communicating, researching, and providing the solutions that small business owners need. The agent lastnight was beyond amazing and I am grateful.",US
1372,www.godaddy.com,2022-12-23T08:32:17.000Z,5,It was Stellar Customer Service…,"It was Stellar Customer Service Experience, until I got to the point of posting my review. It would have been easier for me to leave feeling joyous had the comments I'd already made be directly transferred over without me having to retype another review. I suggest you take that into consideration while building your back of house. Ease is what I'm after. This portion made it difficult to say something nice/positive. I hope that helpful and constructive.",US
1373,www.godaddy.com,2022-12-23T07:41:04.000Z,5,the best company always ready to help,the best company always ready to help. i love this company i am never going to another i would recomend to the world.,US
1374,www.godaddy.com,2022-12-23T07:12:55.000Z,5,Went out of his way to assist,"Date of experience:   December 22, 2022",AU
1375,www.godaddy.com,2022-12-23T06:36:45.000Z,5,Awesome Go Daddy Support Experience!!!,The Go Daddy support is second to none. I had an awesome experience getting my issues resolved with one of their reps(Samie). Very professional and thorough in resolving issues right the first time. I highly recommend Go Daddy!,US
1376,www.godaddy.com,2022-12-23T06:00:46.000Z,5,The representative was absolutely…awesome!!!!!!,The representative was absolutely phenomenal as he patiently assisted me.  He deserves a raise!!!!,US
1377,www.godaddy.com,2022-12-23T05:24:45.000Z,5,Great customer service,"Great customer service, good value.",US
1378,www.godaddy.com,2022-12-23T04:33:35.000Z,1,I have not received a refund from a…,I have not received a refund from a transaction back into my Mastercard  They sent email saying refund was made but did not get credited! 😡,CA
1379,www.godaddy.com,2022-12-23T02:49:14.000Z,5,Fantastic awesome great,"Date of experience:   December 22, 2022",US
1380,www.godaddy.com,2022-12-23T02:20:26.000Z,5,The wait time on the phone was…Hubert Surville blocked mails,"The wait time on the phone was acceptable( less than 5 minutes), Samantha was courteous and made me forget that go Daddy had blocked my mails without informing me by mail that would have been the last one. that could be a very serious improvement on your service. I renewed for 5 years as I don't want to face the same issue anytime soon",US
1381,www.godaddy.com,2022-12-23T01:40:13.000Z,5,Tommy G was the best customer service…,Tommy G was the best customer service person that I have ever talked at Go Daddy.  Everyone should be trained by him. Very knowledgeable and help me solved my problem.  He was just simply EXCELLENT!,US
1382,www.godaddy.com,2022-12-23T01:39:17.000Z,5,Donald was very helpful,Donald was very helpful. He answered all my questions and fixed my problem in a professional manner. Thank you!,US
1383,www.godaddy.com,2022-12-23T01:34:50.000Z,5,Good service experience,Lakisha and Joel deliver excellent service with great communication,US
1384,www.godaddy.com,2022-12-23T01:32:09.000Z,4,Super helpful and friendly but was on…,Super helpful and friendly but was on hold a very long time!,US
1385,www.godaddy.com,2022-12-23T00:57:53.000Z,5,Danielle was fantastic,"Danielle was fantastic! She listened, patiently, and then was very pro active, and went above and beyond to help, and did solve my issues/problems. Really excellent!",US
1386,www.godaddy.com,2022-12-23T00:56:20.000Z,5,Got charged for a product which I did…,"Got charged for a product which I did not order, GoDaddy rep heard my side, agreed with my statement and resolved the issue.",GB
1387,www.godaddy.com,2022-12-23T00:46:09.000Z,5,the representative resolved the issue…,the representative resolved the issue in a timely manner was helpful every step of the way,US
1388,www.godaddy.com,2022-12-22T23:49:33.000Z,5,Mr.Miguel was very helpful. He held my hand walked through my concern.,"Mr.Miguel was very helpful. He walked me through and helped me to solve my own problem. He not only helped me solve my problem, he educated me to solve similar future problem. Wish him and Godaddy a lots of success in the new year and future.",CA
1389,www.godaddy.com,2022-12-22T23:44:40.000Z,5,Jimmy was super helpful and nice!,"Date of experience:   December 22, 2022",US
1390,www.godaddy.com,2022-12-22T23:34:18.000Z,5,Good service and quick resolution to my…,Good service and quick resolution to my problem.,US
1391,www.godaddy.com,2022-12-22T23:25:32.000Z,5,I have never had an issue with mail not…,"I have never had an issue with mail not working since I first established the account in 2014.  Just called to fix an install on a new phone and the tech was fast, knowledgeable, friendly and patient!",US
1392,www.godaddy.com,2022-12-22T23:09:35.000Z,5,I migrated my web hosting to Go Daddy…,I migrated my web hosting to Go Daddy and it has been such a great experience so far.  I prefer to work with them because there is someone always ready to pick up the phone.  They help you problem solve and are always kind and courteous. They are so patient too.,US
1393,www.godaddy.com,2022-12-22T22:53:47.000Z,5,Transfer of account,I had a tricky request and was going to take more than 1 step to transfer my account domain and a website in progress. It took fin and i hour and half to get all the parts together so i didnt lose anything. Fin was very patient and answered all my questions so he knew exactly what to do and he did just that. I wasnt sure it good be done and i thought i was going to start over and wipe out a months works. I was wrong and Fin addressed every last issue. He did such a good job I asked him to be my account executive. I hope he is commended for job,US
1394,www.godaddy.com,2022-12-22T22:51:24.000Z,5,Always amazing service from all in…,Always amazing service from all in GoDaddy,MX
1395,www.godaddy.com,2022-12-22T22:48:11.000Z,5,Good customer service,Service was great to work with and new how to fix the problem...,US
1396,www.godaddy.com,2022-12-22T22:09:03.000Z,5,"He was so ,so,so patient with me he did…","He was so ,so,so patient with me he did not rush me or anything he ask is there anything else I keep repeating to make sure I understand  10 stars from me",US
1397,www.godaddy.com,2022-12-22T22:08:27.000Z,5,Great price and Great service!,I knew I was over paying for web hosting.  The conpany that designed my site was charging double what Go Daddy is charging for the exact same thing. I purchased the 3 year special.   so happy now.,US
1398,www.godaddy.com,2022-12-22T21:53:14.000Z,5,Bill did a great job,Bill did a great job. I really enjoyed working with him.,US
1399,www.godaddy.com,2022-12-22T21:44:24.000Z,5,Crisis averted.…,Nate identified and fixed my problem very quickly!,US
1400,www.godaddy.com,2022-12-22T21:34:46.000Z,1,Unacceptable performance,"Unacceptable performance! We are a service company working 99% using the internet for everything : services , customer contact , suppliers contact, money collection. For 2 days now we have no e mail! Our IT manager has called and talked some 70 times or more with their customer service! They did an upgrade without advising us and without protecting us. We were disconnected and the only reply we get each time is that “ everything is in order, you should be on line within 48 hours”.. lost image , reputation, more than US$ 250K sales in the air , clients are calling us some 750 phone calls only today cause they can’t e mail us.. if all is finally ok tonight or tomorrow all our Personnel wants to work Christmas eve till midnight instead of closing at 2 pm for Christmas as we do each year. We have been unable to talk to a manager or get a firm , definite reply from anyone there. Just speculation and reassurance “ all should be ok within 24-48 hours” … and we sit and click the send and receive button in our outlook e mail playing stupid for 36 hours now… merry Christmas..! Gabriel Diacakis Grand star hellenic.",GR
1401,www.godaddy.com,2022-12-22T21:26:48.000Z,5,Compared to other sites,"Compared to other sites, GoDaddy is by far the easiest to set up and maintain.",US
1402,www.godaddy.com,2022-12-22T21:18:51.000Z,5,Customer Service was great,"With so many companies doing away with live customer service agents, it's awesome to get a live person on the phone to help you with a problem.",US
1403,www.godaddy.com,2022-12-22T21:10:47.000Z,5,Great listener!,Customer service was great. Listen well to your needs.  Was able to fulfill my wants.,CA
1404,www.godaddy.com,2022-12-22T21:04:50.000Z,5,Email Services,I was connected to email services and they were able to resolve my issue with SPAM email.,US
1405,www.godaddy.com,2022-12-22T20:37:48.000Z,5,Great Tech Support / Customer Service,Great Tech Support / Customer Service. They Rock!,US
1406,www.godaddy.com,2022-12-22T20:10:02.000Z,5,Can I sell a domain name?,I actually had a simple request about the possibility of selling a domain name I didn’t want to use any more. Nika was very helpful and got me all set up to start the process.,US
1407,www.godaddy.com,2022-12-22T19:48:09.000Z,5,Technical support web design,"My technical support rep was very patient with a techdummy. I really appreciated her humor, patience and thoroughness.",US
1408,www.godaddy.com,2022-12-22T18:50:32.000Z,5,Troubleshooting done right!,"I had the great pleasure of connecting with Craig to fix my issue. Craig went over and beyond with explaining and gave me tips on what to do if this were to happen again.  Thanks again, Craig! Merry Christmas",US
1409,www.godaddy.com,2022-12-22T18:38:08.000Z,5,GoDaddy Customer Service is Great!,"Every time I've called GoDaddy the customer service reps have been very kind, respectful and helpful.  This last call was no different.  The rep was able to fix my issue immediately, which I wasn't expecting, and she was very kind as well.  We got disconnected and she even called me back to make sure I didn't have any other questions or issues.  Great customer service that all businesses should model after!",US
1410,www.godaddy.com,2022-12-22T18:20:53.000Z,5,Good service,"Date of experience:   December 22, 2022",US
1411,www.godaddy.com,2022-12-22T18:18:29.000Z,1,I've been a GoDaddy customer since 2015…,"I've been a GoDaddy customer since 2015 and spent over 20.000 USD with them. I've never had issues with them (besides their ridiculous high prices) until recently. 4 days ago, I received an email from GoDaddy with a request to remove a single page on my website within 24 hours (insanely short timeframe for a page on an inactive domain/website) since it ""violates their TOS"". I did not read the email on time and my account got suspended. I contacted support, explained my store, the friendly lady on the phone gave me temporary access to my cPanel again to delete the single page that is against the TOS. (Not adult, no DMCA content, nothing weird, just a simple registration page) After deleting the page, I noticed the domain (worth about 1.500 USD) was deleted entirely from my account/possession. The friendly lady on the phone went after the issue & informed me after about an hour of calling that I had to send an email because this matter was beyond her control. After sending an email, i received a reply from GoDaddy's ""Digital Crime Unit"" informing me my service is suspended and I will not regain possession of my expensive domain name without any elaboration why. (a.k.a my domain is stolen by GoDaddy) Their email:  ""Hello, The referenced product has been permanently closed. The product will be made unavailable permanently. Our decision is based on our compliance requirements and internal policies, which direct that permanently closed products are not eligible for reinstatement, and is not intended as an accusation or derogatory claim. Regards, Digital Crimes Unit"" When asking for elaboration, I receive the same email over & over.  Shortly summarized: Amazing white collar scam GoDaddy. This company knows no loyalty nor ethics. 90% of hosting companies offer better prices and support & the best thing is, they won't steal your property without any elaboration.",NL
1412,www.godaddy.com,2022-12-22T18:07:44.000Z,5,Great customer service.,"Date of experience:   December 01, 2022",US
1413,www.godaddy.com,2022-12-22T17:49:40.000Z,5,Excellent Customer Service,I spoke to Ian who helped me all the way through and answered all my questions and also helped me secure my website,US
1414,www.godaddy.com,2022-12-22T17:02:02.000Z,5,pleasant and polit,"Date of experience:   December 22, 2022",CA
1415,www.godaddy.com,2022-12-22T16:59:08.000Z,5,very helpful and patience,Roman was knowledge and helpful and very patience with me.,US
1416,www.godaddy.com,2022-12-22T16:41:46.000Z,5,They were able to show my issue.,"Date of experience:   December 21, 2022",US
1417,www.godaddy.com,2022-12-22T16:41:23.000Z,5,Great customer service,"Great customer service, friendly and knowledgeable and patient!!",US
1418,www.godaddy.com,2022-12-22T13:59:26.000Z,5,Excellent Customer support,Excellent Customer support. Support Personnel understood my issue and resolve it quickly.,US
1419,www.godaddy.com,2022-12-22T10:54:46.000Z,1,two weeks gone no response,"two weeks gone, I have kept on sending emails but no proper response, response turn around time is 3 to 4 days, every time they just beat about the bush. It really sucks now!",PK
1420,www.godaddy.com,2022-12-22T10:12:20.000Z,5,Alex the Super Agent!,"Alex, a GoDaddy agent, was extremely knowledgeable and helpful. Keep going for such staff Go Daddy and make sure you promote him, pleaaaaaaaaaaaaaaase.. He deserves it..!!",CA
1421,www.godaddy.com,2022-12-22T09:33:53.000Z,5,Exceptional Customer Service,The customer representative was exceptional at assisting the myriad of issues that I was facing. BRAVO,AU
1422,www.godaddy.com,2022-12-22T06:56:13.000Z,5,Nicolas was AMAZING!!!,"Nicolas was AMAZING!!!! He was extremely professional, timely in his responses, let me know what he was doing and explained that there might be a wait. He was wonderful!!!",US
1423,www.godaddy.com,2022-12-22T06:50:49.000Z,5,Your guy was fast on a very hard task…,Your guy was fast on a very hard task of erasing a lapse in a expired domain way past the grace period.,US
1424,www.godaddy.com,2022-12-22T06:50:19.000Z,5,I talk with manbir she was awesome and…,I talk with manbir she was awesome and did her job really well.,NZ
1425,www.godaddy.com,2022-12-22T05:03:00.000Z,5,Always excellent customer service!!!!,"Date of experience:   December 21, 2022",US
1426,www.godaddy.com,2022-12-22T04:50:15.000Z,5,The tech’s are very knowledgeable,The tech’s are very knowledgeable and worked with me to find away around my problem glad they are there for support since I am new to using a computer much less a whole website,US
1427,www.godaddy.com,2022-12-22T04:37:12.000Z,5,The customer service woman who helped…The best👍🏽,The customer service woman who helped me was excellent.,US
1428,www.godaddy.com,2022-12-22T04:19:26.000Z,5,Very friendly and professional,Very friendly and professional.  I felt he took a genuine interest in resolving my issue.,US
1429,www.godaddy.com,2022-12-22T04:09:48.000Z,5,Super helpful,"Super helpful, nice, and informative. I was very impressed with my first interaction with them.",US
1430,www.godaddy.com,2022-12-22T03:38:30.000Z,1,I have 11 Domains & 1 live with website…,"I have 11 Domains & 1 live with website others are waiting to be link to websites. I’m paying renewal for those domains last 4 years. 2 months ago I lost my credit card which is on file with GoDaddy for auto renewal and I got replaced credit card, my 3 domains need to renew on 10.12.2022 card was on file didn’t go through. GoDaddy didn’t inform me, they didn’t send any email nothing and brought them on sale.  Don’t like. Very poor customer service. I’ll move my domains with other hosting provider.  Not good service. Don’t like. Don’t want stay with GoDaddy. Go Go Daddy Go!",CA
1431,www.godaddy.com,2022-12-22T03:05:45.000Z,5,Go daddy customer support is second to…,Go daddy customer support is second to none.,US
1432,www.godaddy.com,2022-12-22T02:48:05.000Z,1,The godaddy service is a scam,"Date of experience:   December 21, 2022",US
1433,www.godaddy.com,2022-12-22T02:14:26.000Z,5,"Fast, Friendly Service!","Fast, friendly customer service!! Matt listened to my question and solved my problem within minutes!  Thank you!!",US
1434,www.godaddy.com,2022-12-22T02:10:34.000Z,5,Great Customer Service,I called customer service and immediately was able to speak to Edden who was able to assist me in resolving my issue.  She then offered to further assist by modifying my account so that I didn't encounter the same problem again.   This was a very nice change from the typical poor customer service that you typically get!,US
1435,www.godaddy.com,2022-12-22T02:03:05.000Z,5,I was having a log in issue,"I was having a log in issue. Snoowy was professional, friendly and patient. From order to assistance with sign in was great!",US
1436,www.godaddy.com,2022-12-22T02:17:01.000Z,5,Best Service Ever,"My experiences with Godaddy, since transferring from Turbify, is AMAZING.  I had a decrease in the wait time to speak with a representative and the step by step support was outstanding. The last representative who assisted me, Alex, was a Godsend. I was highly stressed about my inability to receive or send emails after my service was transferred. He was patient and reassuring. He sent me test emails, step up an alternative authentication step for verification purposes, and walked me through the process of reinstating my plan with Turbify to access my MX record.  Lastly, he WAITED while I spoke with Turbify who had to research information. When I say alleviated my stress. He absolutely alleviated my stress. ALEX, if you're reading this THANKS A MILLION and happy holidays to you, your family, and and the Godaddy team. You're appreciated.",US
1437,www.godaddy.com,2022-12-22T01:49:48.000Z,5,Customer Services,Fast access and quality to talk with representatives,US
1438,www.godaddy.com,2022-12-22T01:47:33.000Z,5,Refreshing human support from GoDaddy,"I was having some major issues with connecting one of our company domains to our website and corresponding email server after transferring the domain into our GoDaddy account from another domain host. Jeremy from GoDaddy customer tech support/sales was able to help me out over the phone, he was a clear communicator, and was patient as he walked me through the simple fix to get our domain reconnected in <30 mins. Huge thank you to Jeremy.",US
1439,www.godaddy.com,2022-12-22T01:46:23.000Z,5,Professional and courteous service!,"Date of experience:   December 21, 2022",CA
1440,www.godaddy.com,2022-12-22T01:08:22.000Z,5,Great customer service,From the very beginning they helped me understand how everything works with a website design and walked me through each step to make sure that it was to my satisfaction.,US
1441,www.godaddy.com,2022-12-22T01:06:14.000Z,5,Great Customer Service,Great Customer Service: 10/10,CA
1442,www.godaddy.com,2022-12-22T00:48:00.000Z,1,Great customer service rep,Great customer service rep. The problem with my site is technical and it had nothing to do with her she answered as many questions as she could and answered several others that I had since we were waiting for a tech person to give her an answer. My site is still experiencing the problem. I can’t send out emails to my subscribers or anyone I keep getting an error message,US
1443,www.godaddy.com,2022-12-22T00:29:53.000Z,5,the support reps are ALWAYS friendly,"the support reps are ALWAYS friendly, knowledgeable and able to resolve any issues or answer any questions that I have",CA
1444,www.godaddy.com,2022-12-22T00:24:03.000Z,5,The great customer service,The great customer service. Impeccable.,US
1445,www.godaddy.com,2022-12-22T00:19:58.000Z,5,Jeremy with GoDaddy Is the Best!!!,"Jeremy was able to help me with my business tremendously! He worked through several complicated issues that. Jeremy possesses a thorough understanding of the products and services that Go Daddy  offers. After helping me with many technical issues Jeremy shined as as true salesman by educating me on what Go Daddy had to offer me! He made sure I had the best products to meet my business needs and took further initiative to find all discounts available saving me a ton of money and helped to streamline my online business efforts. I am very grateful for Jeremy's leadership, product knowledge and supreme customer service. Thank you Jeremy!",US
1446,www.godaddy.com,2022-12-22T00:08:39.000Z,5,Domain name dilemma,"I tried to change my domain name servers on my end. However, I personally couldn't delete the name servers it was non responsive. I call Godaddy and ask if they could help me. With concierge customer service excellence they resolved my issue.  And while they were troubleshooting my issue the call was dropped. I wasn't even aware of when an incoming call came in. It was my Godaddy representative informing me the call was dropped and they were calling me back to resolve my issue. It took about 20 minutes total to resolve the issue but during the entire time my representative continued to communication with me while he was working on the backend resolving my issues.",US
1447,www.godaddy.com,2022-12-22T00:01:23.000Z,4,Email fix took an hour,Email fix took an hour Client website not yet fixed,US
1448,www.godaddy.com,2022-12-21T23:57:48.000Z,5,Excellent Customer Service,"Easy to use, incomparable customer service - just great.",US
1449,www.godaddy.com,2022-12-21T23:56:44.000Z,5,I’m always happy for the service I…,I’m always happy for the service I receive from customer service. Each person I have worked with have been very pleasant and helpful. Alex b. Did a great job,US
1450,www.godaddy.com,2022-12-21T23:25:25.000Z,5,Leonila was amazing,Leonila was amazing!  She was professional and patient as she helped resolve my issue.  you have a great employee!,CA
1451,www.godaddy.com,2022-12-21T23:02:39.000Z,5,Yea GoDaddy,Forgot to pay my bill on time. I contacted GoDaddy and they helped me renew with no problems. A pleasant experience.,US
1452,www.godaddy.com,2023-01-05T19:41:52.000Z,1,Bait and switch is how this company…,"They sound cheap, then you sign up and realize you need to have a degree in advanced quantum physics to get the site running, or be a web designer, even their VERY OWN PEOPLE YOU SPEAK TO ON THE PHONE EXPLAIN THEY HAVE A HARD TIME DEVELOPING SITES.   STAY AWAY FROM THIS COMPANY UNLESS YOU ENJOY BEING ROBBED!!!!!   I sent you the reply, your site is intentionally impossible to use, so much so your own staff have trouble developing sites.  Why I called this BAIT AND SWITCH *****And all the person responding to this sent me was questions so I can prove im me, nothing at all so he can understand the problems his site intentionally creates.",US
1453,www.godaddy.com,2022-12-21T22:16:40.000Z,5,My experience with Godaddy support was great…,"My experience with Godaddy support was surprisingly helpful.  Also, I did not have to wait on the phone all day, just less than 5 minutes.",US
1454,www.godaddy.com,2022-12-21T22:16:25.000Z,5,godaddy is good,Understood question and new the answer.,US
1455,www.godaddy.com,2022-12-21T22:10:35.000Z,5,They provide top shelf customer…,They provide top shelf customer service. Their products are affordable and extremely easy to setup!,US
1456,www.godaddy.com,2022-12-21T21:37:48.000Z,5,Telephone help,Once I got to a live person she was very helpful in resolving the problem.,US
1457,www.godaddy.com,2022-12-21T21:13:38.000Z,5,The call was answered quickly without a hold.,The call was answered quickly without a hold. Pleasant surprise.,US
1458,www.godaddy.com,2022-12-21T21:00:49.000Z,5,Always pleased and relieved,I always get a response quickly and in person after screening even if I do not have all my data handy. Everyone always seems well-trained to not only know how to solve issues but kind.,US
1459,www.godaddy.com,2022-12-21T20:58:49.000Z,5,The rep was very knowledgeable and Informal,The rep was knowledgeable of my options to resolve my issues.,US
1460,www.godaddy.com,2022-12-21T20:53:02.000Z,5,Updating my website.,"Folks really cared and were patient. I gained knowledge.  Justin and Joel ensured that I was informed about the details of the pros and cons of my updates.  They were very, very kind. Thanks!",US
1461,www.godaddy.com,2022-12-21T20:47:07.000Z,5,Samantha was great,Samantha was great! Walked me through everything with great patience. Solved my problems and was very helpful. I am not tech savvy so this really helps.,US
1462,www.godaddy.com,2022-12-21T20:38:56.000Z,5,Go Daddy costumer support is easy to…,Go Daddy costumer support is easy to get ahold of and they always resolve my issue.,US
1463,www.godaddy.com,2022-12-21T20:14:31.000Z,5,ACCOUNT NUMBER,Sheila did a great job helping me to make changes to my account.,US
1464,www.godaddy.com,2022-12-21T20:10:54.000Z,1,I have had quite a few bad experiences…,I have had quite a few bad experiences with a godaddy.  1- they charge me $191 for an email service that I never used. 2- I was ready to buy my unique domain and price when up 100x after 2 minutes.  3- 4- I think godaddy is not doing a good business practice it smells bad!,US
1465,www.godaddy.com,2022-12-21T20:08:54.000Z,5,Great Service,"Date of experience:   December 21, 2022",CA
1466,www.godaddy.com,2022-12-21T19:47:00.000Z,5,Really good service and highly recommend,"Date of experience:   December 20, 2022",NO
1467,www.godaddy.com,2022-12-21T19:43:18.000Z,5,Jon was so pleasant,"Jon was so pleasant, friendly and patient. He also asked questions about my new business and made an excellent recommendation on GODADDY products I might want to consider and even put them in my cart for future purchase. no pressure at all.",US
1468,www.godaddy.com,2022-12-21T19:38:33.000Z,5,Help to make the experience helpful and easy to negotiate,Agent was very helpful and made the problem clear for me and eventually for our clients.,GB
1469,www.godaddy.com,2022-12-21T18:48:31.000Z,5,The lady who assisted me was very Knowledgeable,The lady who assisted me was very patient and knowledgeable about what I needed to do. Go Daddy is a great place to solve your website issues.,US
1470,www.godaddy.com,2022-12-21T18:46:28.000Z,5,Give this Chris Kringle a jingle.,"Christopher went out of his way to protect me from relinquishing control of my site to a webdesigner; he spoke from the heart being privy to many hassles and extortion attempts those trying to recoup ownership have endured. I have open eyes now and will realize that things change and that it's best to be a step ahead these days. His experience became mine making me all the wiser for it. Many thanks, Christopher as you are the true spirit of the holidays.",US
1471,www.godaddy.com,2022-12-21T18:40:04.000Z,5,The Customer Support Rep,"The Customer Support Rep, Hubert Miguel, handled my situation quickly and very professionally. He's the kind of employee that keeps long-term customers like myself with GoDaddy",US
1472,www.godaddy.com,2022-12-21T18:38:49.000Z,5,Excellent Service,Super helpful and with patience on the call. Professional service that fixed the issue I had on the website.,GB
1473,www.godaddy.com,2022-12-21T18:35:38.000Z,5,Great customer service,Great customer service. Very friendly and knowledgeable.,US
1474,www.godaddy.com,2022-12-21T18:27:52.000Z,5,My experience with Daniel was off the…,My experience with Daniel was off the charts. Daniel was very personable he was very knowledgeable of the products and he was able to describe the products efficiently. Just an outstanding customer service representative.,US
1475,www.godaddy.com,2022-12-21T18:21:02.000Z,5,Rescheduled appointment,"Professional customer service practices, a genuine desire to improve the customer’s situation.",US
1476,www.godaddy.com,2022-12-21T18:12:35.000Z,5,Very competent response to my questions…,Very competent response to my questions and fast results. Perfect resolution.,US
1477,www.godaddy.com,2022-12-21T18:07:20.000Z,5,Joyce was very patient with me,Joyce was very patient with me.  I am not very computer literate and she was very clear in what I needed to do.,US
1478,www.godaddy.com,2022-12-21T18:01:55.000Z,5,They answered very quickly and the…,They answered very quickly and the representative was very knowledgeable,GB
1479,www.godaddy.com,2022-12-21T17:54:48.000Z,5,Outfuckingstanding company,"Date of experience:   December 21, 2022",US
1480,www.godaddy.com,2022-12-21T17:34:04.000Z,5,My GoDaddy experience 21 December 2022,My GoDaddy rep was efficient and accurate.  My rep provided good service with a polite attitude.  Thank you!,US
1481,www.godaddy.com,2022-12-21T17:21:09.000Z,4,GoDaddy staff are always available to help you when you need it.,GoDaddy staff are always available to help with information and advice on how to handle challenges and opportunities.,US
1482,www.godaddy.com,2022-12-21T17:11:22.000Z,5,Patient and extremely helpful,Patient and helpful throughout MS Outlook recovery steps.,US
1483,www.godaddy.com,2022-12-21T16:50:50.000Z,5,go daddy gets it done,go daddy customer support is always helpful and attentive.,US
1484,www.godaddy.com,2022-12-21T16:42:50.000Z,5,Kaidon was very kind and helpful,"Kaidon was very kind and helpful. He was very informative, and the site is so easy to use.",US
1485,www.godaddy.com,2022-12-21T16:14:26.000Z,5,Excellent Technical support and…,Excellent Technical support and knowledge sharing by Customer Service representative Miss.Nanda. Her willing to support customer is appreciable,IN
1486,www.godaddy.com,2022-12-21T16:10:54.000Z,5,Renewal Changes,"Even at high call time, there is only a short wait to be answered. The agent was super clear and patient explaining it all to a non technical person.  With the new plan offerings substantial savings can be made.",CA
1487,www.godaddy.com,2022-12-21T15:48:13.000Z,4,Problem solved by taking time and deep dive,The agent took the time and did the necessary deep dive to address our problem (Site infected). He also suggested a necessary additional product which was the right thing to do and he did not try to push me into additional cost loading on our site package.,NL
1488,www.godaddy.com,2022-12-21T13:27:18.000Z,1,Slow Customer Service,The Customer Service of GoDaddy needs 5-7 days to provide a customer number after you confirmed your identity.,GB
1489,www.godaddy.com,2022-12-21T13:05:13.000Z,5,Outstanding customer service,"Date of experience:   December 21, 2022",US
1490,www.godaddy.com,2022-12-21T11:53:33.000Z,5,Excellent !,The rep was very nice and very knowledgable. He answered and took care of all my concerns. Would highly recommend him to anyone.,US
1491,www.godaddy.com,2022-12-21T11:45:41.000Z,5,And again GoDaddy did a wonderfull job…,And again GoDaddy did a wonderfull job in resolving my technical struggles caused by my poor understanding of cyber reality.,BE
1492,www.godaddy.com,2022-12-21T10:30:42.000Z,5,Customer service was excellent,"Date of experience:   December 21, 2022",US
1493,www.godaddy.com,2022-12-21T08:59:53.000Z,5,It was the specialist that helped me…,"It was the specialist that helped me ....his name is Marl Vincent. I spent two days and many hours trying to solve the issue of adding an account.  He solved it through patience, knowledge, and great attitude.",US
1494,www.godaddy.com,2022-12-21T08:49:06.000Z,5,Backup support is good,"Date of experience:   December 20, 2022",AU
1495,www.godaddy.com,2022-12-21T07:56:30.000Z,5,Entrepreneur,Great Review Malik did great job of explaining all details.,US
1496,www.godaddy.com,2022-12-21T07:26:23.000Z,5,There for you,"Your team has been so amazing today in helping me get my business email, domain and password issues figured out. We are still working through setting up my email. I know this team will get it figured out. Thank you go daddy and team for your help. Elicia",US
